,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_drift_load,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_coef_of_variation,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_coef_of_variation,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,bickel_titrator.hyp_discount_rate_small.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.beta,holt_laury_survey.risk_aversion,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,kirby.hyp_discount_rate_medium.logTr,kirby.hyp_discount_rate_small.logTr,kirby.percent_patient,local_global_letter.conflict_hddm_drift,local_global_letter.global_bias_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT.logTr,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh.logTr,motor_selective_stop_signal.proactive_control_hddm_drift,motor_selective_stop_signal.reactive_control_hddm_drift,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,shift_task.learning_to_learn,shift_task.model_beta,shift_task.model_decay,shift_task.model_learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stim_selective_stop_signal.reactive_control_hddm_drift,stop_signal.SSRT_high,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh.logTr,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free.logTr,writing_task.neutral_probability,writing_task.positive_probability
s604,2.3387216741,-0.5427686305,0.3023735336,2.1554630023,2.3,28.459852461019995,9.672930852901002,23.627747477723002,7.184970344394998,-0.7767298127000001,-1.0278600348,2.7492571985,0.4427323749,1.6989214326000002,-1.1788755196,-7.908853908200371,-4.660387051735296,-2.84286031208154,3.2203493216,0.3043794246,1.6174273927,0.8333333333,0.1666666667,6.4166666667,0.15,2.0,-0.0113333333,-3.0833333333,22.3333333333,0.0967863105,1.0,-0.0016777963000000002,-3.030884808,-0.0370923044,0.9390055425,5.4,6.5,0.9181009983,0.43441637361200003,2.3481745416,-0.2753021767,0.1111111111,-0.8949806783,0.6371544183,0.1932209246,4.933693088,2.7438196489,0.0044814763,2.9816590385,-1.3646783862,3.2360509786,152.0,1.2928725743,0.0438060331,4.0,0.7093933105,0.001112913,0.9984375,0.0012993308,0.5,-4.625581180301964,-4.625581180301964,-3.664674886451777,0.40740740740000003,-0.842488609,-0.13225499,1.3028513935000001,0.5697072573,1.6489349608000001,-0.4593467855,6.086395867275193,2.128455979,0.29765110974399994,1.100381036710637,-0.6934356514000001,-0.1420425438,-1.1024267125569995,0.6425593632000001,5.0,0.9155323239000001,0.44725791470000004,2.092073566,-0.2717514683,2.8619201027,0.46171683220000004,2.2575681639000003,-1.3190643995,0.46798029560000004,0.0371591321,-0.0050757842,3.2248325743,0.5963453786,0.4169382871,2.8789331163,0.3911331671,1.8754577258,-0.7910593261000001,390.0,6.1,7.1,339.3333333333,2.1183340807,0.3270589067,0.5408863220366492,-0.6919134572,340.1666666667,3.1238142967,0.3669063135,0.5980060772063917,1.6881595641,0.4243254152,1.7665974203,-0.9707500321,-0.1203711172,1.15515777,0.0239528873,2.3255843713,-0.2630284268,2364.119047619,19.0,6.0,4042.9166666667,-0.3076502272,-2.7384845901213763,0.7881954644,0.45874677503600025
s605,2.216231374,-0.8024541032,0.0909613786,2.1717596515,1.45,0.9,0.30512857660000003,0.8666666667,0.3457459036,-0.3745606778,-1.0802612248,3.0619263796,0.3341108847,1.2237463058,-1.7754585433,-10.779183515703858,-7.557413177398273,-6.987513243865417,3.1988779235,0.225590951,1.2506430493,0.5,0.1666666667,15.875,0.0458333333,0.0,0.0031666667,-2.875,19.0,0.10513392860000001,0.0,-0.0044553571000000005,-0.2366071429,0.5608915493000001,0.5023467791,6.4,6.9,1.8768073773,0.2745986522,2.1274693901,-0.32436071050000004,0.56194444444,-2.4911678075,-0.0899316425,-0.14226252420000002,3.3527661372,2.4743848198,0.0696020435,1.6384270618999999,-1.1227206548,3.2129184158,105.0,25.7627506452,0.3968411315,9.0,0.8463500977,0.0014113819,0.8802490234,0.0015408652,0.5833333333,-7.365900695568905,-7.824046010856292,-7.824046010856292,0.7777777778,-1.472875487,-0.2490427782,1.6875519553,0.3287149941,1.5999708347000001,-0.4384037704,5.559398757202767,3.5250433153,0.2529372601,0.5075945676214367,-1.0583061197,-0.3437647754,4.7348434284,0.2600913227,13.0,1.8865859875000002,0.4459134876,2.1998703979,-0.4875191151,2.2528474507,0.4191479072,1.5637645805,-0.8588231217000001,0.4912718204,0.023911770500000002,0.0028552991,3.9820023521000003,0.7785635147000001,0.1837034135,2.3747044406,0.2299601538,1.0814437022,-0.5839546365,313.0,6.2,3.6,252.8333333333,2.4244428429,0.2998601951,0.4040701704348406,-0.6753821943,238.1666666667,2.1820082912,0.3115467632,0.39054487643319935,2.3711086705,0.2537941614,2.1072230085,-1.2436310759,-0.12411150630000001,1.7514058738,0.2718207205,1.5718352566,-0.3341546784,2092.1533333333,5.0,9.0,4329.0,-0.7667458079,-2.6568414308250317,0.4206337318,0.3860794366
s606,2.1756006626,-0.5790787007,0.1831124409,1.7957721917,1.75,18.875,10.4186809647,17.8571428571,7.0064218464,-0.6298982025000001,-1.0627226344,4.3943488563,0.3399185401,1.9604603789000001,-1.2850743041000001,-7.957212041662145,-7.984076861719811,-6.030091702051795,3.4113599574,0.2472920133,1.3661744644,0.6666666667000001,0.1666666667,13.0416666667,-0.054166666700000005,1.0,-0.0038333333,-3.4583333333,21.7391304348,0.1035864979,0.0,0.0022278481,-2.7246835443,0.18468587860000002,0.7319910667,6.7,5.7,3.3162231078,0.5711597531,2.7443318701,-0.3194405947,0.8333333333,-0.7715078362000001,1.7822471844,0.1910395678,4.9380558016,2.9446436175,0.0087249088,2.8922017614,-0.9928100529,3.4727396196,199.0,-3.6192138953,0.7859549221000001,3.0,0.6753961563,0.0011110818000000001,0.8424036026,0.0017661691,0.5277777778,-7.824046010856292,-7.824046010856292,-5.553730190361736,0.7407407407000001,-0.6519639171,0.0445716584,1.4549358003,0.3908322751029999,2.1152690775,-0.3954912733,5.833347679010845,2.4658902573,0.300695319,0.3568625933414819,-0.5190613965,-0.3826471468,-2.9491337435,0.5033714491,11.0,1.1125765035,0.5121469095,2.3117434765000002,-0.165082124,3.9206548937,0.43225303860000003,2.0133168485,-2.0782460671,0.3922077922,0.017436228,-0.0026919568,4.4590584465,0.609046599,0.2409409434,2.6521614612,0.2799319443,1.5131393177999999,-0.29428058090000003,272.5,6.5,6.9,304.5,3.4714220319,0.333272401,0.4084184894475321,-1.4124308178,239.8333333333,3.7952912431,0.3139892624,0.3322060959986841,2.739397134,0.3734416325,1.6053726848,-1.0010223504,-0.021223769400000002,1.2106646165,0.2656342987,1.8251116016000002,-0.23585442580000002,2019.5072916667,22.0,6.0,2846.0,-0.040033239069999976,-2.587675986624123,0.6220634220000001,0.5084874317
s607,2.4750100392,-0.6607502622,0.24396576420000002,1.3336738632,1.6,8.0,11.2283980637,8.7083333333,9.0864407662,-0.6165034257,-1.0117593287,4.0088927122,0.3600575896,2.7674393630000003,-1.4551008673,-8.832404746572,-5.62962959493941,-2.398044698161784,4.5655132101,0.24671878300000002,1.7839220354,0.33333333330000003,0.1666666667,1.875,-0.0375,1.0,-0.0028333333,-0.5416666667,2.125,0.037943262400000004,1.0,-0.0030401891,-1.0933806147,0.4942909428,0.3354425486,5.9,4.8,0.2037746511,0.3870702159,1.5845349494,-0.46586330340000004,0.2222222222,-4.8777754581,-1.2568505959,0.0,5.3201349372,4.3021764096,0.0438608642,2.4256146591,-0.8893284577,4.1867508355,181.0,7.6113128603,0.3752535483,7.0,0.7672563553,0.000902036,0.8347656250000001,0.0007833513,0.8611111111,-7.365900695568905,-4.625581180301964,-5.553730190361736,0.5925925926,-1.0767878516,-0.1225815376,2.2349152664,0.3850069593,1.8589981446000001,-0.5310732979,5.737109787414303,3.1535236959,0.3578594176,0.39927018479998244,-0.7671776587,-0.0848339437,0.23277820546600048,0.4268456802,12.0,1.0014926815,0.38823736880000004,1.3394249227000001,-0.5424571378,2.8167011856,0.45734936,1.6413435057,-1.2926751144,0.4730392157,0.0537101596,0.0002824489,7.8314586933,0.48361555840000003,0.17422003660000002,3.3814103134,0.2570298754,1.3602966194000001,-0.6920572225,321.5,5.6,5.5,304.6666666667,2.9765842063,0.30564377870000004,0.23990224646754194,-1.1203703034,301.6666666667,2.8663652220999998,0.2963280018,0.24513242890501483,3.1646857609,0.34954755330000004,1.6839978269,-1.2006763853,-0.1138614381,0.48466974360000004,0.3287464663,1.2934477442,-0.24255062430000002,2026.8666666667,9.0,9.0,3180.9166666667,0.1572304099,-2.27026080340304,0.7919028558000001,0.4422587793
s608,1.525094554,-0.217135021,0.2585930185,1.1578802649,1.4,49.0526315789,11.6546303827,20.1333333333,6.2205496618,-0.4460246666,-0.935919072,3.3958892482,0.39538984520000003,1.8438822619000002,-0.3293526672,-8.290901002268786,-7.3311625391443425,-8.461347972773128,2.1939253116,0.31715071310000004,1.3733977038,1.0,0.0,0.9583333333,0.0208333333,2.0,-0.0021666667,-0.5416666667,2.2916666667,-0.0007142857000000001,1.0,-0.0011714286,-0.5416666667,0.10023155210000001,0.4730843101,7.8,7.1,1.2356962888,0.1183193906,2.699252976,-0.4127909931,0.5949999999879999,-0.8141707494,-1.22091331,-0.5082691861,1.6538171001,1.2148130193,0.3116971108,1.8430688319000001,-1.2005538776,3.0572519702,226.0,10.925098711,0.2565783653,8.0,0.7863868713000001,0.0011011021,0.9724609375000001,0.0019965250000000003,0.5833333333,-8.511264302067358,-8.511264302067358,-8.511264302067358,1.0,-1.2973596628,-0.2016235935,1.3420369308,0.45773408470000004,1.4247130591000001,-0.4145262792,5.765159960701298,2.6711807896619986,0.2928350799199999,0.5047900984220763,-1.1633165185049996,-0.3469832313710001,14.3602278957,0.3206978862,15.0,1.1303922707,0.6486330833,1.8702517285,-0.44733584120000003,2.2795408074,0.5003600156,1.3501320192000001,-1.1550718763,0.3392405063,0.0009174406,0.00048221550000000004,1.0,0.0,0.1,2.0753996611,0.3926834226,1.4971211843,-0.277260874,291.0,6.2,6.5,328.50666666667405,2.2000521938849995,0.32795998001500004,0.4655846512304926,-0.6800151820889999,377.5,2.2641623088,0.3930688121,0.28199392318555916,2.750083366,0.4457203903,2.089701607,-1.1934468951000001,-0.037689799999999996,1.1878268337,0.17917306830000002,2.0424145207,-0.2909838905,2811.1770833333,-2.0,6.0,6083.0,0.9759212989,-3.0255102306682105,0.8272436815,0.781594122
s609,1.6125502564,-0.1994951854,0.1215201161,2.4596399836,3.65,26.3333333333,3.0713731999,39.0588235294,0.5557189302000001,-0.4977473948,-1.033440331,3.3734059046000002,0.4041321442,1.7760554498,-0.7173162114,-8.137635466767234,-4.829592479544778,-2.376532320990879,3.867730242,0.302342282,1.5776613574,0.8333333333,0.1666666667,1.7083333333000001,0.1125,3.0,-0.0031666667,-0.9583333333,2.75,0.12687265920000002,3.0,-0.0046853933,-0.9213483146,0.7842199641,0.25455345160000004,7.6,7.9,2.6363126315,0.492503189,2.3853841374,-0.2344180989,0.1388888889,-3.0066810711,0.17148858320000002,0.0,5.3201349372,6.6711947669,0.0203292306,2.4730990317050012,0.0,3.437319713187999,115.0,10.925098711,0.2565783653,8.0,0.7856065750000001,0.0011093387,0.9791275024,0.0015301939,0.7222222222,-4.625581180301964,-4.625581180301964,-3.664674886451777,0.40740740740000003,-0.8047443792000001,0.22079965780000002,1.86945085,0.520022214,1.7266211951,-0.4689217069,5.915303186142508,3.0775451456,0.3837833545,0.2663795126355321,-0.5642712538,-0.4500736885,-14.8113118827,0.3242851545,16.0,2.1966672246,0.4439940169,2.813289024,-0.3592227585,3.4058195711,0.4317535567480001,1.7967248337399995,-0.8317050001,0.31958762890000003,0.0269817768,-0.0027654231,1.0817367828,0.012396033300000001,0.3178934885,3.9770211183,0.31121959,1.544482898,-0.4596677938,401.5,5.7,5.9,376.0,3.4754437534,0.3464545728,0.546769946158129,-0.7234674143000001,390.0,2.6899744767,0.305108900095,1.1007098102641717,3.0546022557,0.4093625537,2.1776518,-1.0388876525,-0.1411400042,1.8176637328,0.4328218373,1.8847667397,-0.36240963530000003,1865.93,4.0,8.0,4788.75,-0.4354356985,-2.4152477864623263,0.8672821408,0.5671343258
s610,2.247803896998001,-0.5353174169420001,0.07207150743900001,2.251396259665001,2.2049999999999996,24.665525319246985,9.130154574050005,21.163798108359,6.391628972616002,-0.5309857456870001,-0.9881231389260006,3.5423518681600012,0.33783788976800005,1.8940126593269992,-1.142265676253,-8.986200160865486,-6.762752086608078,-4.517590626090256,3.5115600076210014,0.26419677153699994,1.4500272121999995,0.7199999999899995,0.188333333336,6.442083333323996,0.053875000005,1.64,-0.003568333344,-1.4491666666630005,8.820724637683002,0.036777561675,1.12,-0.0032778467399999993,-1.6122087975629995,0.03991744699599998,0.662886710298,7.709000000000003,6.897999999999996,1.974872178992,0.3997558415319997,2.0412938944699994,-0.23119740204600006,0.6388888889000001,-2.2299403594259997,-0.508196209125,-0.142342633616,3.9309037188910008,2.9241377665319987,0.14583837949799994,1.9346818696580013,-1.0705791025690004,3.4927257285730002,175.62,12.484954305273002,0.4071636527580002,6.48,0.7653527084569999,0.0011630296439999995,0.9431869888249999,0.0013035470629999995,0.3888888889,-5.489343787788813,-4.155252865087059,-3.882458868183984,0.34888888888699987,-1.1223998569679994,-0.047307383840999966,1.6212701467230004,0.3863346535699998,1.7889576461030003,-0.42906691632399985,5.709483853354403,2.4456928610619992,0.26031675446499986,0.45908201487124417,-0.6960780916780006,-0.37166666912400026,0.020614593608999955,0.36609611382500007,11.26,1.5358841576519993,0.45949571667200023,2.198892650567,-0.47029093678400025,2.668192019612,0.4023037713389999,1.691220194435,-1.264445332713,0.46334671814399997,0.04346176101500001,0.00014687272399999997,7.235870814507999,0.5912276062120001,0.17439294648500006,2.9472419429889993,0.257960387183,1.5037652360389993,-0.6007371504820003,304.3,6.456999999999997,6.287000000000001,286.663333333334,2.557039736436,0.3247356403189998,0.4103146253186575,-0.7196675249739997,253.33000000000808,2.757603958294,0.2952866291050001,0.45137689672369263,2.525150349221,0.31432723577199984,1.886644124435999,-1.1066980922120002,-0.10130061857599999,1.8670145073540005,0.298511561021,1.7436759983060002,-0.30709229597099996,1988.5987874270243,1.71,8.19,3663.249393939398,0.0778472686,-3.2646273480119627,0.5904414243480004,0.39413866425
s611,2.0528319531,-0.5010687628,0.1095116789,2.2242842492,1.9500000000000002,37.5789473684,16.0738427594,42.5714285714,11.8886777793,-0.516778748,-1.0259752648,3.5533783276,0.299588034,2.1299130276,-1.8664502513999999,-12.359503584433083,-8.850443224914232,-4.373159813377523,3.484677774,0.2437862177,1.3180625428,0.8333333333,0.1666666667,10.9583333333,0.12916666670000002,2.0,-0.0121666667,-2.625,11.375,-0.019583333300000002,0.0,-0.0037166667000000002,-2.0958333333,-0.18753975550000002,0.8522687116000001,7.7,7.7,2.5110007251,0.3768405385,2.9543532203,-0.1846570666,0.6944444444,-3.5936263868,-1.8441926117,-0.2331515124,3.5345441135,3.4565293029,0.0447792255,2.3010090436,-1.1652624446,3.6348828618,143.0,59.8991114415,0.8568707964000001,6.0,0.7451583862000001,0.0008469999000000001,0.9574218750000001,0.0013583732,0.5833333333,-6.449609932071972,-5.553730190361736,-6.449609932071972,0.7407407407000001,-1.0856232965000001,-0.13955032150000002,1.8112157591,0.3124689507,1.5357096354,-0.3761216077,5.756796509941712,2.3589832644,0.2901723259,0.30510135949464634,-0.5762202998,-0.5200472207,-0.2398616581,0.5258518634,5.0,2.443585791,0.46915491540000004,2.0967324017,-0.4474680734,2.5547273664,0.4057289857,1.2796006257,-1.3960213517,0.2874692875,0.0271846665,-0.0006660139,16.0200015047,0.6810503161,0.0891115933,2.7623127226,0.256589391,1.2692137416,-0.40958085,278.5,5.7,6.0,299.67000000000104,2.503013846696001,0.3130369012,0.4042003753680561,-0.7932428791510001,223.8333333333,2.769339389,0.2583108565,0.30955476311406965,2.192322674,0.3114876661,1.7920099209,-1.1006037484,-0.0764861324,1.7518717139,0.15671224250000002,1.9898054171,-0.2628495384,2051.6,3.0,10.0,3796.5,0.0699558214,-5.232972158369965,0.3894651663,0.4348520018
s612,0.5968058207,-0.29768529400000004,0.015084526300000001,2.0269861062,1.05,12.4642857143,6.8339140288,20.3333333333,0.5646597026,-0.1436883136,-0.8359610312,1.594038332,0.2753926216,2.4197119648,0.29661465730000003,-12.376410297021453,-12.342992630095766,-12.37771542398198,3.2546026313,0.278253461605,1.4246313197,0.5,0.33333333330000003,14.7916666667,0.0208333333,1.0,-0.0018333333,-3.7916666667000003,8.0,-0.021752201000000002,0.0,-0.00060554,-0.21344213010000002,0.6171611927,0.1984529794,6.6,4.5,0.44513485890000004,0.3040091238,1.323633074,-0.6090108061,0.53083333333,-3.0929900197,-2.8125410957,-0.8924246041,2.7624020305,1.9745717855,0.061014672400000004,2.1424381641,-0.7041304192000001,2.2176166475,111.0,2.3916188301,0.3492235958,5.0,0.5924402237,0.0014139272,0.6763150215,0.0013973205,0.6944444444,-7.365900695568905,-8.511264302067358,-6.449609932071972,0.8518518519,-0.9924383390000001,-0.1517868094,0.8522325526000001,0.14109089830000002,2.1479743532,-0.4507401447,5.779610586693774,2.372537868936999,0.286695879972,0.43923189898846604,-0.7681225823310001,-0.311039825605,-2.3007597153,0.6225789612,1.0,0.0246104816,0.3623497498,1.5168855974,-0.461696775,1.2155590171,0.3449735799,2.1875392967,-0.7261848488,0.30851063830000003,-0.0037573102000000003,-0.0010122404,0.9888233935,0.2282797463,0.1304098729,0.6302224283,0.28644069848,1.7156352804,-0.6801867696,448.0,6.4,5.052,336.83166666666904,1.8155245280190007,0.32152796992100013,0.3953349031294388,-0.6485244289460002,355.1666666667,2.1996491611,0.2698329619,0.46198178335201484,1.3332433503,0.4524985582,1.669691475,-0.9545986036,-0.1230696024,0.0838316035,0.0388994852,1.7471392411000002,-0.2386883182,2539.7777777778,14.0,5.0,3209.4545454545,-0.15225540505999996,-2.7776626191678697,0.9441858127,0.331247593
s613,0.9414708856,-0.2969830692,0.0051357315,1.6753718975,1.05,16.4782608696,9.7508487519,23.2352941176,14.1267893193,-0.3771918651,-1.0240850666,3.2180479683,0.297689105,2.1417539678,-0.42473085450000003,-6.559183678628166,-6.851660912007989,-3.3108444249739315,3.5841023499,0.277165351168,1.450094765,0.33333333330000003,0.5,9.0,0.0166666667,0.0,0.0043333333000000005,-1.9166666667,17.5652173913,0.089231738,0.0,-0.0084664987,-2.8166246851,0.08878252140000001,-0.24642939860000002,7.3,6.1,1.0077437137,0.3729196014,1.9970482242,-0.3147661268,0.2222222222,-1.6213849893,-0.0603188948,-0.2759316379,2.7734065091,1.7190841659,0.0761324101,1.8749835899,-0.42445347990000004,2.1532649324,109.0,-0.2536169821,0.5777133176,4.0,0.6598800659,0.0007763034,0.9528854370000001,0.0015485658,0.5833333333,-3.664674886451777,-7.365900695568905,-4.523720074825531,0.40740740740000003,-0.8246936039,-0.3294976303,1.5256305785,0.46331701200000003,1.8603619298,-0.2159840828,5.598421958998375,2.563214281,0.2991413184,0.2596802413131764,-1.8100116325000002,-0.2049616364,0.6959502582619999,0.455055468,6.0,0.8477945652000001,0.5196226598,2.1491050085,-0.4611301323,1.3691540553000001,0.39620413813700006,2.4056548752,-0.1886318317,0.3928571429,0.0553539518,-0.0025391454,9.0892977625,0.5573263489,0.1469998612,2.6448792226,0.2960527599,1.4058410679,-0.23934331690000002,306.0,4.8,4.5,203.3333333333,2.3140149809,0.28075088600000003,0.5845650127827214,-0.4734205822,376.6666666667,0.7995243477,0.3029976059250001,0.5959673685670756,1.7183054525,0.2956013,1.7689247041,-0.6063851311,-0.0927933046,0.8816628248,0.1610722288,1.8283984924,-0.2243821581,3331.125,-4.0,6.0,4393.7083333333,-0.7306457319,-2.6228135110747903,0.4671599213,0.3873312584
s614,2.2381161016989997,-0.5310940921889999,0.057159622053,1.980305935417999,1.741111111111001,23.807686184245004,8.754166125509999,18.493761339724006,6.368330976163,-0.5257183915750001,-0.9836256644400001,3.462592224489002,0.3323571516799999,1.8706210864649992,-0.8699292906509996,-8.634030135050914,-6.410678306783567,-4.0272480752539,3.428512225247,0.267132413161,1.4166990850340002,0.6616666666589996,0.22333333333400002,7.556249999997001,0.034416666670000005,0.68,-0.0024349999980000005,-1.08,8.887429183131996,0.040759397052999996,0.58,-0.0014421293030000015,-1.3126268613559997,0.07756790061000005,0.4796612980710001,7.71,6.633999999999998,1.3585047852140004,0.39025692098699993,1.9896221356589987,-0.2803983433160002,0.4194444444429998,-2.2667824567,-1.1842439157,0.0629924516,2.9422561855,2.5190785348,0.24102322980000002,1.8107833624,-1.0733361671019999,3.3167139714869993,145.07,11.669096190616006,0.3576839432030004,6.54,0.7308198003720001,0.0012078030169999998,0.8681610108579996,0.0014108973320000001,0.546944444451,-5.027263331800867,-3.9115589019847685,-3.3826827785028954,0.2907407407399998,-1.049937986749,-0.02935897450599998,1.3447597639159994,0.3917619748259999,1.7146298048019997,-0.399676249982,5.763205671777097,2.169973581436999,0.2685416359619999,0.46380827622827653,-0.5917762096219998,-0.3238063266910002,-0.8157549945649997,0.41795307006799964,7.16,1.3160381723949999,0.46640901462700013,2.1757018036619997,-0.45313479093500014,2.488585297274999,0.402659828375,1.7482333732600006,-1.1733427578989999,0.44067091402799974,0.03935687319600002,-3.825093099999998e-05,6.814327595013001,0.5788065537800001,0.1586802999520001,2.6572251310119985,0.25857034476100016,1.5034303647099991,-0.5763055710330001,318.06,6.083000000000002,5.8870000000000005,309.0850000000071,2.1771281128890005,0.32190487475599994,0.41487185478379063,-0.6357449420860004,279.9166666667,2.3475933871,0.2296473785,0.649528947236615,2.105333473297,0.3175329564939998,1.8918997666799984,-1.0709268479819998,-0.09629841178900002,1.7072033467259993,0.24203370519800008,1.8156578787180002,-0.3040111175969999,2040.1658992055195,4.89,8.08,3666.8094318181847,-0.14242527605900007,-2.8935381582384436,0.5049090047989999,0.396947926156
s615,1.5865187341,-0.1491761285,0.2210254161,1.662579273,2.05,64.0454545455,7.4416925413,37.4666666667,2.8250579429,-0.8432582022,-1.0530999618,3.9778109213,0.28547367220000003,1.803087347,-1.9467087285,-7.963242850432119,-7.552290978002107,-5.8192853842768,4.5949256587,0.25658915200000004,1.1838585992,0.8333333333,0.1666666667,6.4166666667,0.225,3.0,-0.0103333333,-2.5833333333,8.0833333333,0.151233883537,3.0,-0.0154492024,-3.0543660789000002,0.2166232404,0.8355128394,6.8,8.0,2.5470316433,0.39618137540000004,1.9035402784,-0.5375110488,0.8333333333,-1.936232793,-0.0047730584,0.0,5.3201349372,3.6604170531999998,0.2057326558,2.1393818224,-0.7017421781000001,4.5619233948,313.0,59.8991114415,0.8568707964000001,6.0,0.7103776932,0.0008177087,0.7815820694000001,0.0011160255,0.3888888889,-8.511264302067358,-7.365900695568905,-6.449609932071972,0.7777777778,-0.9686666657,-0.20270802740000002,1.8573132506,0.3416592161,2.2860224643000002,-0.44642559060000003,5.698769932832657,3.1548243049,0.2552123552,0.19745676901085696,-1.115406305,-0.42216030860000003,6.6552316001000005,0.3524643458,17.0,1.8524788315,0.4651560886,1.6675931331,-0.5963730957,4.3716722453,0.3926130349,1.1734687475,-2.602202415,0.4180929095,0.09090634160000001,-0.0018696492,8.4307274247,0.41752230370000004,0.1966489448,4.1296311644,0.2815405738,1.1783976583,-0.6918195797000001,288.0,6.7,6.7,311.0,2.9413466398,0.2573474611,0.03761346183197348,-1.1051988059,247.5,2.6319396031,0.2527030921,0.18695025507274018,3.5113082316,0.2899495496,1.5899271935,-0.7661117815,-0.1403765571,1.9876390290000001,0.27752807620000003,1.9533927082,-0.36020393030000003,2194.77,13.0,6.0,4131.9166666667,-0.1566470574,-1.4879146087535802,0.1632297888,0.2020965253
